system:index,LST,NDVI,.geo
155,46.11524828000006,0.18775450843513672,"{""type"":""Point"",""coordinates"":[74.92693388532541,18.06117371802184]}"
156,47.26712101999999,0.1333721346704871,"{""type"":""Point"",""coordinates"":[74.0631575310245,19.20341788537691]}"
157,55.38833654000001,0.08957694881820423,"{""type"":""Point"",""coordinates"":[74.50564624287763,18.135972632239152]}"
158,49.99982800999999,0.08516811742618194,"{""type"":""Point"",""coordinates"":[74.12863140533771,18.808449133318476]}"
159,48.58134971000004,0.17275019182286527,"{""type"":""Point"",""coordinates"":[74.22422161048426,18.161991612496866]}"
160,53.86902665000002,0.05580831058538065,"{""type"":""Point"",""coordinates"":[74.01434536524005,18.555179735139106]}"
161,51.442232450000006,0.12525985561477113,"{""type"":""Point"",""coordinates"":[74.24310680115548,18.69917039532165]}"
162,42.07856665999998,0.22283417950879963,"{""type"":""Point"",""coordinates"":[74.23003791114786,18.937728755067152]}"
163,44.24900936000006,0.24586292645401364,"{""type"":""Point"",""coordinates"":[73.84701391653945,19.168130986697015]}"
164,42.63399491000001,0.19025898724391185,"{""type"":""Point"",""coordinates"":[73.43983423012409,18.46742971255948]}"
165,43.74314240000001,0.19221553600497504,"{""type"":""Point"",""coordinates"":[73.53889154478415,18.69836835792803]}"
166,45.433353290000014,0.09884057971014493,"{""type"":""Point"",""coordinates"":[73.79317971835948,18.101709372950026]}"
167,46.30494839000005,0.17616440468846392,"{""type"":""Point"",""coordinates"":[73.97573277474733,19.00304587212791]}"
168,42.87838334000003,0.17251686391727591,"{""type"":""Point"",""coordinates"":[75.12228937692622,18.099961030804934]}"
169,42.5810156,0.12822540369568836,"{""type"":""Point"",""coordinates"":[73.8162054125947,18.361082693611277]}"
170,53.78528516000006,0.11038308328059268,"{""type"":""Point"",""coordinates"":[74.9255575410914,17.999900975778928]}"
171,48.600148820000015,0.08008213552361396,"{""type"":""Point"",""coordinates"":[73.70134612167293,18.943392992940755]}"
172,51.61484245999998,0.09738129383336935,"{""type"":""Point"",""coordinates"":[74.31070067954514,18.74571702201937]}"
173,45.447025370000006,0.1292447249063301,"{""type"":""Point"",""coordinates"":[73.76111592865013,18.419076121650242]}"
174,46.37159978,0.05581846392552366,"{""type"":""Point"",""coordinates"":[73.81995111800008,18.700816708649395]}"
175,38.838283700000034,0.2762637281366712,"{""type"":""Point"",""coordinates"":[75.05816828846483,17.94021604904409]}"
176,49.21026539000002,0.14364153741333013,"{""type"":""Point"",""coordinates"":[73.9887549417765,18.15793235861571]}"
177,42.42207767000002,0.11400831001441533,"{""type"":""Point"",""coordinates"":[73.83174582484041,18.546054312880297]}"
178,46.31862047000004,0.18212160205887085,"{""type"":""Point"",""coordinates"":[73.94037457711748,18.737302297874304]}"
179,39.21768392000001,0.2762871101089816,"{""type"":""Point"",""coordinates"":[74.5439792309746,18.075728702052974]}"
180,52.016459810000015,0.07236003897174549,"{""type"":""Point"",""coordinates"":[74.19672813931044,18.37110278728092]}"
181,51.29354857999999,0.1023072762203197,"{""type"":""Point"",""coordinates"":[74.01881322799069,18.64137496570158]}"
182,56.482102940000004,0.08158854518438471,"{""type"":""Point"",""coordinates"":[74.86591572730525,18.142747391774613]}"
183,42.30415598000002,0.30105535067892525,"{""type"":""Point"",""coordinates"":[74.2780871693289,18.860302863996722]}"
184,47.04324071000002,0.15757682040490248,"{""type"":""Point"",""coordinates"":[73.53750281643514,18.587573778074642]}"
185,40.962583129999985,0.17516621335750981,"{""type"":""Point"",""coordinates"":[74.26631568888065,18.879139387107447]}"
186,47.930216900000005,0.15177003954856758,"{""type"":""Point"",""coordinates"":[74.17399904681932,18.468472581296314]}"
187,43.38766831999999,0.26100295212919905,"{""type"":""Point"",""coordinates"":[73.6123035099627,18.998865558054472]}"
188,33.69074558,0.297971225347559,"{""type"":""Point"",""coordinates"":[73.67230136761201,18.084587817589917]}"
189,51.484957699999995,0.12025886512993295,"{""type"":""Point"",""coordinates"":[74.56865304431003,18.375470271436363]}"
190,42.74166253999999,0.2077844635984171,"{""type"":""Point"",""coordinates"":[73.54293418446086,18.972960225308174]}"
191,46.39552592000001,0.12322091584158416,"{""type"":""Point"",""coordinates"":[73.68720099783053,18.37304537937698]}"
192,37.91712731000001,0.23876610142662102,"{""type"":""Point"",""coordinates"":[73.43554440055695,18.408710929654717]}"
193,51.61142444000001,0.08157249263034722,"{""type"":""Point"",""coordinates"":[74.35837326638344,18.72439266536605]}"
194,49.28033479999999,0.22863335900972717,"{""type"":""Point"",""coordinates"":[74.1040600367696,18.560681878087745]}"
195,44.030256080000015,0.12523080710680728,"{""type"":""Point"",""coordinates"":[73.85877838687578,18.420478524382215]}"
